model,track_id,stem_id,mldr_lr,mss_lr,mldr_ms,mss_ms,param_mse
afx_1,BigTroubles_Phantom_RAW,BigTroubles_Phantom_RAW_04_01,1.537411928,1.535892248,1.422681689,2.036158085,9.49143219
mean,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_02_01,0.6294677258,1.349558115,0.9563971162,2.036393642,7.014349461
afx,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_04_01,1.06980741,1.875951767,1.141983986,2.040503025,4.556088448
mir_01,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_04_01,1.209128857,2.007652044,1.217874765,2.040832043,9.707015991
afx_1,MatthewEntwistle_Lontano_RAW,MatthewEntwistle_Lontano_RAW_02_01,1.263180494,1.561255217,1.108792782,2.040913343,4.934939384
mean,MatthewEntwistle_Lontano_RAW,MatthewEntwistle_Lontano_RAW_02_01,1.267710805,1.595971346,1.097617865,2.047771931,5.013114929
mfcc,MusicDelta_Punk_RAW,MusicDelta_Punk_RAW_04_01,3.61057806,1.811557174,3.86195612,2.049932957,16.16649818
mir_1,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_03_01,0.9161498547,1.527154922,1.087015629,2.049935102,4.96760273
mfcc_001,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_04_01,1.135113478,1.81768012,1.234330416,2.051074028,3.274847031
afx_001,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_03_01,0.9584472179,1.799058437,0.8484646082,2.054727077,5.804978371
mfcc_001,StevenClark_Bounty_RAW,StevenClark_Bounty_RAW_08_01,1.187134266,1.72449851,1.39389956,2.056781292,9.340125084
nn_mir,ClaraBerryAndWooldog_Boys_RAW,ClaraBerryAndWooldog_Boys_RAW_06_01,0.6970499158,0.9151498675,1.081202984,2.06640029,8.547600746
mean,BigTroubles_Phantom_RAW,BigTroubles_Phantom_RAW_04_01,1.533789635,1.539037704,1.447575092,2.068574905,9.721662521
afx_1,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_05_01,1.424033999,1.48070085,1.678875804,2.068809032,8.869586945
nn_param,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_04_01,1.114817142,1.841426611,1.21753931,2.071079969,3.100812435
mfcc_1,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_05_01,1.411523461,1.575024128,1.375255227,2.071946144,10.73503399
mir,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_04_01,2.059380531,2.127532721,2.101910591,2.07198143,9.082290649
mir_001,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_07_01,0.6891187429,1.227153301,0.672288835,2.072033644,6.615647316
mfcc,ClaraBerryAndWooldog_Stella_RAW,ClaraBerryAndWooldog_Stella_RAW_07_01,2.561249495,1.612100601,2.698619843,2.072187185,7.762037754
mir_1,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_04_01,1.230511665,1.708341122,1.245924234,2.073420286,9.682706833
nn_mir,HopAlong_SisterCities_RAW,HopAlong_SisterCities_RAW_07_01,0.8133215904,1.216438174,1.088898182,2.073847294,7.637161732
nn_afx,AvaLuna_Waterduct_RAW,AvaLuna_Waterduct_RAW_08_01,1.489391327,1.049164057,1.567046881,2.078545094,30.29825401
regression,StevenClark_Bounty_RAW,StevenClark_Bounty_RAW_08_01,1.198200941,1.84826684,1.228241205,2.086231232,11.9481287
mir,MusicDelta_80sRock_RAW,MusicDelta_80sRock_RAW_04_01,1.200964451,1.339859962,1.189964414,2.088838816,3.133174896
mfcc,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_04_01,1.515440702,1.979085207,1.554674387,2.094754934,7.493995667
mfcc_1,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_03_01,0.9302813411,1.538545966,1.202524304,2.097279072,5.100539207
mfcc,StrandOfOaks_Spacestation_RAW,StrandOfOaks_Spacestation_RAW_04_01,1.270446897,1.659138083,1.786737323,2.098437548,8.1457901
afx_01,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_05_01,1.33267808,1.51745224,1.334132433,2.101159096,9.283475876
nn_afx,BigTroubles_Phantom_RAW,BigTroubles_Phantom_RAW_04_01,1.374355793,1.847373486,1.144451857,2.101278782,12.0497818
afx_1,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_04_01,1.688486338,1.489690185,1.905389309,2.113166809,9.379788399
mean,ClaraBerryAndWooldog_AirTraffic_RAW,ClaraBerryAndWooldog_AirTraffic_RAW_07_01,1.165393591,1.400663376,1.197111368,2.115837574,5.825671196
mir,ClaraBerryAndWooldog_AirTraffic_RAW,ClaraBerryAndWooldog_AirTraffic_RAW_08_01,1.388634443,1.447021484,1.505204201,2.116403103,5.295413971
mean,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_08_01,1.92740643,1.268553495,1.658736825,2.118715763,8.852430344
mir,ClaraBerryAndWooldog_WaltzForMyVictims_RAW,ClaraBerryAndWooldog_WaltzForMyVictims_RAW_05_01,1.034849882,1.64050293,1.180227995,2.119969368,14.99641705
afx_1,Auctioneer_OurFutureFaces_RAW,Auctioneer_OurFutureFaces_RAW_08_01,1.114449859,1.169312954,1.00756216,2.120898962,7.92531538
mir,BigTroubles_Phantom_RAW,BigTroubles_Phantom_RAW_04_01,1.031263113,1.938001633,1.070270777,2.124159813,10.38941574
nn_mir,StrandOfOaks_Spacestation_RAW,StrandOfOaks_Spacestation_RAW_04_01,1.638178349,1.866156936,1.687942028,2.12533474,12.10927963
mir_1,StevenClark_Bounty_RAW,StevenClark_Bounty_RAW_08_01,1.118357658,1.718248129,1.164317131,2.125822067,7.524815083
afx_1,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_03_01,1.197424769,1.641129255,1.311832905,2.127715588,10.27333736
afx_1,AClassicEducation_NightOwl_RAW,AClassicEducation_NightOwl_RAW_08_01,1.615481615,1.32340014,1.391256332,2.130420685,11.55280018
mean,AClassicEducation_NightOwl_RAW,AClassicEducation_NightOwl_RAW_08_01,1.615399003,1.328150749,1.403986096,2.131941795,11.51829433
mfcc_1,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_04_01,0.8609236479,1.335677862,1.241718292,2.140501499,4.573001862
mir,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_08_01,1.640517473,2.09777832,1.917953014,2.140688896,10.80515385
mir,Auctioneer_OurFutureFaces_RAW,Auctioneer_OurFutureFaces_RAW_08_01,0.76041013,2.046735764,1.226929903,2.140864849,10.24882507
nn_param,Mozart_BesterJungling_RAW,Mozart_BesterJungling_RAW_01_01,1.158299088,0.7080716491,0.6008868217,2.144282579,1.27876389
nn_param,DreamersOfTheGhetto_HeavyLove_RAW,DreamersOfTheGhetto_HeavyLove_RAW_08_01,0.4552885294,1.79380548,0.5008279085,2.145608664,6.203595161
nn_param,PortStWillow_StayEven_RAW,PortStWillow_StayEven_RAW_08_01,0.8308858871,1.491261482,1.125388384,2.145811081,9.343886375
mir_01,MusicDelta_Britpop_RAW,MusicDelta_Britpop_RAW_08_01,1.469698906,1.31575954,1.428910494,2.146015644,2.379781485
mfcc,BigTroubles_Phantom_RAW,BigTroubles_Phantom_RAW_04_01,2.127622366,1.956340194,2.020433903,2.146376133,10.4276247
nn_mir,MusicDelta_Grunge_RAW,MusicDelta_Grunge_RAW_05_01,1.271699429,0.9655632973,1.332386374,2.149425983,8.427721977
afx_1,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_04_01,0.5984371901,1.459089756,1.093850613,2.149732113,2.410166025
nn_mir,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_04_01,1.203917027,1.958929062,1.173071384,2.15028882,18.52355576
afx,MidnightBlue_HuntingSeason_RAW,MidnightBlue_HuntingSeason_RAW_02_01,0.3779387772,1.697502017,0.3853221238,2.152031422,9.007854462
nn_mfcc,StrandOfOaks_Spacestation_RAW,StrandOfOaks_Spacestation_RAW_04_01,1.275435448,1.944834709,1.501899481,2.153747559,10.46293259
mir,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_02_01,1.126705647,1.395521522,1.067202091,2.15809536,2.994959831
afx_1,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_08_01,1.920444846,1.26061213,1.609713078,2.158430576,8.816663742
nn_afx,MusicDelta_80sRock_RAW,MusicDelta_80sRock_RAW_04_01,0.6056827903,1.159545898,1.024320483,2.159082174,2.130240917
nn_param,MusicDelta_80sRock_RAW,MusicDelta_80sRock_RAW_04_01,0.6056827903,1.159545898,1.024320483,2.159082174,2.130240917
mfcc_1,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_04_01,1.240339279,1.694481373,1.31755352,2.15953517,9.735830307
afx_001,MusicDelta_Beatles_RAW,MusicDelta_Beatles_RAW_07_01,0.426268369,0.782805562,0.6358937025,2.167447567,6.112167358
mfcc_1,StevenClark_Bounty_RAW,StevenClark_Bounty_RAW_08_01,1.129110456,1.708737612,1.107931614,2.177096844,7.580360889
nn_afx,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_04_01,1.169306397,1.977342963,1.131488085,2.179703236,17.59498215
nn_param,ClaraBerryAndWooldog_WaltzForMyVictims_RAW,ClaraBerryAndWooldog_WaltzForMyVictims_RAW_05_01,1.052350521,1.379981995,1.064929008,2.182186127,11.26046467
nn_afx,FamilyBand_Again_RAW,FamilyBand_Again_RAW_09_01,2.062090397,1.136060715,1.83618176,2.187903404,31.67712593
mir_1,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_04_01,0.8814200163,1.389599323,1.226803899,2.188226223,4.47307682
nn_param,Handel_TornamiAVagheggiar_RAW,Handel_TornamiAVagheggiar_RAW_01_01,0.958338201,0.760081172,0.4839225113,2.189146042,1.293759823
afx_01,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_04_01,1.165487409,1.534737349,1.210605979,2.190211058,8.153977394
nn_mfcc,BigTroubles_Phantom_RAW,BigTroubles_Phantom_RAW_04_01,1.609181762,1.954733253,1.464046955,2.192517519,16.45515251
mir_001,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_01_01,1.178331852,0.990079999,1.048061371,2.192619085,3.743999958
nn_mir,Auctioneer_OurFutureFaces_RAW,Auctioneer_OurFutureFaces_RAW_08_01,1.278403997,1.446326017,1.148233175,2.193586349,12.64727879
mfcc_001,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_08_01,1.138874292,1.391590118,1.229336262,2.198150158,9.636974335
mfcc,MidnightBlue_HuntingSeason_RAW,MidnightBlue_HuntingSeason_RAW_02_01,0.9828521609,2.019426823,1.043745399,2.202481747,7.487854004
nn_param,Wolf_DieBekherte_RAW,Wolf_DieBekherte_RAW_01_01,0.6867976785,0.8062435985,0.3660335541,2.203271389,1.252841234
nn_mfcc,Wolf_DieBekherte_RAW,Wolf_DieBekherte_RAW_01_01,0.6867976785,0.8062435985,0.3660335541,2.203271389,1.252841234
mir_01,Torres_NewSkin_RAW,Torres_NewSkin_RAW_10_01,0.8381607533,2.008208752,1.05616188,2.210983992,20.52027512
mfcc,MidnightBlue_HuntingSeason_RAW,MidnightBlue_HuntingSeason_RAW_01_01,2.2811625,1.898248672,2.28828454,2.219470501,6.556471825
nn_afx,Wolf_DieBekherte_RAW,Wolf_DieBekherte_RAW_01_01,0.2724902928,0.3468338847,0.1393105686,2.219602346,1.640583515
nn_mir,Wolf_DieBekherte_RAW,Wolf_DieBekherte_RAW_01_01,0.2724902928,0.3468338847,0.1393105686,2.219602346,1.640583515
mir,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_03_01,1.648988724,2.073347092,1.571727037,2.225523949,13.84894657
nn_param,MusicDelta_Country1_RAW,MusicDelta_Country1_RAW_05_01,0.8021005392,0.9807364941,1.086952448,2.226442814,2.476995945
mir_1,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_05_01,1.409855127,1.621493101,1.396731615,2.226643085,10.89617729
mir,MusicDelta_Gospel_RAW,MusicDelta_Gospel_RAW_06_01,1.241612911,1.212885141,1.132033587,2.228234768,3.336256266
mir_001,BigTroubles_Phantom_RAW,BigTroubles_Phantom_RAW_04_01,1.357407689,1.526731849,1.400803089,2.233759403,9.574695587
afx_01,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_04_01,0.9072087407,1.438667059,1.061751008,2.234231949,2.93798089
nn_mir,MutualBenefit_NotForNothing_RAW,MutualBenefit_NotForNothing_RAW_06_01,1.980665684,1.788533211,1.627442837,2.237797022,8.28888607
mean,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_05_01,1.461091518,1.498033285,1.771738529,2.244206905,8.999115944
mir_001,MusicDelta_Rockabilly_RAW,MusicDelta_Rockabilly_RAW_05_01,1.335308075,2.116682053,1.264531374,2.247540712,3.678976774
nn_param,BrandonWebster_YesSirICanFly_RAW,BrandonWebster_YesSirICanFly_RAW_02_01,0.396553576,1.139172435,0.598659277,2.254604816,3.659632206
afx_001,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_04_01,0.9352819324,1.723851562,1.071126699,2.256036282,3.676854134
mfcc_001,Wolf_DieBekherte_RAW,Wolf_DieBekherte_RAW_01_01,1.309851408,1.210533023,0.6633591652,2.257553339,3.967626572
mir,MusicDelta_Disco_RAW,MusicDelta_Disco_RAW_04_01,1.741018176,1.262047529,1.228655696,2.26148653,3.573374748
mir_001,Auctioneer_OurFutureFaces_RAW,Auctioneer_OurFutureFaces_RAW_08_01,0.9829958677,1.292047977,1.405276537,2.266384363,8.655002594
afx_01,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_03_01,0.8521213531,1.615486026,1.03230989,2.267057896,4.850952148
afx_1,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_03_01,0.9187761545,1.566592574,1.132548809,2.271000385,5.161912918
afx_001,MusicDelta_Disco_RAW,MusicDelta_Disco_RAW_04_01,0.7037038803,0.8430274725,0.7340651751,2.289968014,4.262543678
mir_1,MusicDelta_80sRock_RAW,MusicDelta_80sRock_RAW_04_01,0.878908515,1.151777983,1.209105611,2.29238081,2.528762579
mir_01,ClaraBerryAndWooldog_WaltzForMyVictims_RAW,ClaraBerryAndWooldog_WaltzForMyVictims_RAW_05_01,1.181247592,1.173387289,1.284190178,2.292520523,13.57590866
mfcc_1,MatthewEntwistle_DontYouEver_RAW,MatthewEntwistle_DontYouEver_RAW_07_01,1.011794209,0.9358566999,0.669365406,2.294077635,13.09825134
nn_afx,Mozart_BesterJungling_RAW,Mozart_BesterJungling_RAW_01_01,0.2758122087,0.3580077589,0.1431485265,2.306187153,1.592282414
mfcc,MutualBenefit_NotForNothing_RAW,MutualBenefit_NotForNothing_RAW_06_01,2.119650841,2.163986444,1.940514803,2.307794571,13.57194233
mfcc,AvaLuna_Waterduct_RAW,AvaLuna_Waterduct_RAW_08_01,1.716269016,2.164139986,1.339024067,2.308403254,33.31184006
nn_mfcc,Auctioneer_OurFutureFaces_RAW,Auctioneer_OurFutureFaces_RAW_08_01,1.082138538,1.677393198,1.728698969,2.310178041,18.94256783
nn_mir,Handel_TornamiAVagheggiar_RAW,Handel_TornamiAVagheggiar_RAW_01_01,0.1612406075,0.1840984076,0.08620029688,2.316120863,1.577012181
nn_mir,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_04_01,0.9881352186,1.407012463,1.493073702,2.320747137,10.0191021
afx_01,StevenClark_Bounty_RAW,StevenClark_Bounty_RAW_08_01,0.9399900436,1.475783587,0.9163725376,2.32275939,6.611382961
mean,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_04_01,0.6589310169,1.493659735,1.14737606,2.324068069,2.55987978
mean,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_04_01,1.732521296,1.507177114,1.981812477,2.326028109,9.699826241
mean,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_03_01,1.203714132,1.662879705,1.366429329,2.326999187,10.38714886
nn_param,FamilyBand_Again_RAW,FamilyBand_Again_RAW_09_01,2.2700634,1.379124999,2.378720522,2.344444036,13.06507778
afx_1,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_05_01,1.407543898,1.618677974,1.333792567,2.362792969,10.68521786
mir_1,HopAlong_SisterCities_RAW,HopAlong_SisterCities_RAW_07_01,0.4221754074,0.8204905391,0.8650804758,2.363247871,5.872909069
regression,AvaLuna_Waterduct_RAW,AvaLuna_Waterduct_RAW_08_01,1.455852151,1.056178808,1.840792775,2.366056681,19.0741024
mir,ClaraBerryAndWooldog_Stella_RAW,ClaraBerryAndWooldog_Stella_RAW_07_01,1.68713665,1.645247221,1.569119692,2.370725155,6.328131676
mfcc,ClaraBerryAndWooldog_WaltzForMyVictims_RAW,ClaraBerryAndWooldog_WaltzForMyVictims_RAW_05_01,1.175149918,1.829913139,1.257845163,2.375499725,13.69380856
regression,Snowmine_Curfews_RAW,Snowmine_Curfews_RAW_03_01,0.2536197305,0.8051814437,0.3317252398,2.38244009,20.95654297
mean,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_03_01,0.9311014414,1.553963065,1.334214211,2.386825562,5.042095661
afx_1,StevenClark_Bounty_RAW,StevenClark_Bounty_RAW_08_01,1.077070951,1.672267914,1.012559295,2.390442848,7.39575386
nn_mir,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_06_01,0.7196308374,1.343449831,1.043560863,2.394659519,22.34370232
mean,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_05_01,1.412325859,1.637525558,1.352311015,2.434718609,10.76123142
mfcc_001,MusicDelta_Beatles_RAW,MusicDelta_Beatles_RAW_07_01,2.270597458,2.146370888,1.811081648,2.438312054,6.524919033
mfcc,AClassicEducation_NightOwl_RAW,AClassicEducation_NightOwl_RAW_08_01,1.621189356,1.89707458,2.487380028,2.442139626,15.22917366
mfcc_001,ClaraBerryAndWooldog_AirTraffic_RAW,ClaraBerryAndWooldog_AirTraffic_RAW_07_01,1.371030092,2.415897846,1.394565701,2.445747614,11.61235523
mfcc,Wolf_DieBekherte_RAW,Wolf_DieBekherte_RAW_01_01,0.8902817965,1.329123974,0.4508185089,2.455460787,4.308796406
nn_afx,MusicDelta_Beatles_RAW,MusicDelta_Beatles_RAW_07_01,0.3748764992,0.3118131757,0.8011989594,2.464381695,9.816009521
afx,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_06_01,0.7847231627,2.187832355,0.8479207754,2.476633787,14.13571548
mir,MutualBenefit_NotForNothing_RAW,MutualBenefit_NotForNothing_RAW_06_01,1.667078733,1.513838172,1.746393323,2.480917692,6.176234722
mfcc,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_08_01,1.700234175,1.956530809,1.620474577,2.497690201,10.57144165
afx_1,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_04_01,1.230530739,1.737907767,1.272718072,2.500702143,9.65038681
mean,StevenClark_Bounty_RAW,StevenClark_Bounty_RAW_08_01,1.144825101,1.732036471,1.069509506,2.504645586,7.519257069
nn_mir,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_03_01,1.718277693,1.035828352,1.615794182,2.514895439,18.64570618
mir_001,DreamersOfTheGhetto_HeavyLove_RAW,DreamersOfTheGhetto_HeavyLove_RAW_08_01,0.5255945921,2.127914429,0.4947413206,2.517346859,8.369007111
mir_01,MutualBenefit_NotForNothing_RAW,MutualBenefit_NotForNothing_RAW_06_01,1.396232367,1.323578358,1.465954661,2.521735668,5.058082104
nn_afx,DreamersOfTheGhetto_HeavyLove_RAW,DreamersOfTheGhetto_HeavyLove_RAW_08_01,0.4572641253,1.674881697,0.4711977243,2.525654078,18.30317688
mir_01,MusicDelta_80sRock_RAW,MusicDelta_80sRock_RAW_04_01,1.404207826,1.296160579,1.296683311,2.536860704,2.545776367
mfcc,MusicDelta_Beatles_RAW,MusicDelta_Beatles_RAW_07_01,2.382487297,2.196918488,1.888624907,2.550920486,9.254878998
nn_afx,Torres_NewSkin_RAW,Torres_NewSkin_RAW_10_01,0.8115167618,2.82393527,0.9950659275,2.569621086,21.32878685
mir_01,DreamersOfTheGhetto_HeavyLove_RAW,DreamersOfTheGhetto_HeavyLove_RAW_08_01,0.666375041,2.096014977,0.6182407737,2.592659235,8.027634621
mfcc,StevenClark_Bounty_RAW,StevenClark_Bounty_RAW_08_01,2.103310108,2.383363724,1.967275143,2.598575115,14.589674
mir,BrandonWebster_DontHearAThing_RAW,BrandonWebster_DontHearAThing_RAW_02_01,1.684747219,1.400050163,1.031457901,2.599123478,6.65799284
mir_1,DreamersOfTheGhetto_HeavyLove_RAW,DreamersOfTheGhetto_HeavyLove_RAW_08_01,0.6883499026,2.068560362,0.6305114031,2.60483551,7.947424412
mir,StevenClark_Bounty_RAW,StevenClark_Bounty_RAW_08_01,0.9048212767,2.58519578,1.120038271,2.618308067,10.11699867
mean,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_04_01,1.231725216,1.756779194,1.266444445,2.627490997,9.691049576
mfcc,Auctioneer_OurFutureFaces_RAW,Auctioneer_OurFutureFaces_RAW_08_01,1.797532916,2.102612972,2.370088577,2.647711277,13.79248619
afx_001,DreamersOfTheGhetto_HeavyLove_RAW,DreamersOfTheGhetto_HeavyLove_RAW_08_01,0.5705580711,2.031415939,0.560241282,2.64909029,8.241612434
afx_1,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_04_01,0.8949462175,1.357643127,1.033409476,2.675459385,4.423294544
afx_01,DreamersOfTheGhetto_HeavyLove_RAW,DreamersOfTheGhetto_HeavyLove_RAW_08_01,0.6667566895,2.037154675,0.6609728336,2.691905499,7.571431637
afx,DreamersOfTheGhetto_HeavyLove_RAW,DreamersOfTheGhetto_HeavyLove_RAW_08_01,0.5340575576,2.316418409,0.5591574907,2.708535671,10.60569382
mean,DreamersOfTheGhetto_HeavyLove_RAW,DreamersOfTheGhetto_HeavyLove_RAW_08_01,0.6951577663,2.08703661,0.6823095083,2.721802711,7.995747089
mfcc_1,DreamersOfTheGhetto_HeavyLove_RAW,DreamersOfTheGhetto_HeavyLove_RAW_08_01,0.6908013821,2.126590729,0.6671770811,2.721918106,8.204572678
mfcc,ClaraBerryAndWooldog_AirTraffic_RAW,ClaraBerryAndWooldog_AirTraffic_RAW_07_01,1.386624098,2.67745018,1.393797398,2.728477955,13.93195057
afx_1,DreamersOfTheGhetto_HeavyLove_RAW,DreamersOfTheGhetto_HeavyLove_RAW_08_01,0.6889715195,2.070798159,0.6993815899,2.735405684,7.874908447
regression,DreamersOfTheGhetto_HeavyLove_RAW,DreamersOfTheGhetto_HeavyLove_RAW_08_01,0.6359446049,2.395559311,0.58043468,2.73557663,14.96992683
mean,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_04_01,0.925522089,1.381883025,1.274567246,2.736835003,4.464521885
mir_001,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_02_01,0.9899666905,1.407724738,0.9372832179,2.758860588,2.937762976
mir,AvaLuna_Waterduct_RAW,AvaLuna_Waterduct_RAW_08_01,1.522963762,1.961647034,1.817335844,2.790467262,23.51085854
mir,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_04_01,1.097253084,2.725326538,1.081422567,2.792654037,9.920617104
mfcc_01,DreamersOfTheGhetto_HeavyLove_RAW,DreamersOfTheGhetto_HeavyLove_RAW_08_01,0.6931487918,2.283363581,0.6646211147,2.806015491,9.214067459
mir_001,SongYiJeon_TwoMoons_RAW,SongYiJeon_TwoMoons_RAW_01_01,0.6695940495,1.376595974,0.9444720149,2.822990179,2.996930838
mir_001,ClaraBerryAndWooldog_Boys_RAW,ClaraBerryAndWooldog_Boys_RAW_06_01,0.7734770179,0.8808186054,1.625883102,2.827736378,4.695536613
nn_mir,AvaLuna_Waterduct_RAW,AvaLuna_Waterduct_RAW_08_01,1.075675845,0.9666110277,1.55446136,2.851543903,25.28434944
afx,MusicDelta_Beatles_RAW,MusicDelta_Beatles_RAW_07_01,0.6057169437,0.8403106928,0.773395896,2.860981941,8.586221695
afx,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_08_01,1.330824137,1.715184569,1.1718961,2.869844437,12.80693054
mir,BrandonWebster_YesSirICanFly_RAW,BrandonWebster_YesSirICanFly_RAW_02_01,0.9767258763,1.49590528,0.8829349875,2.871199369,3.65916419
mir_001,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_06_01,1.005349994,1.533016205,0.9254206419,2.878711462,7.927708149
mfcc,Mozart_BesterJungling_RAW,Mozart_BesterJungling_RAW_01_01,1.604626775,1.108963013,0.8055171967,2.890574217,4.330349445
mfcc,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_04_01,2.74426055,2.797584057,2.867964983,2.892838478,9.397418022
mir_001,ClaraBerryAndWooldog_WaltzForMyVictims_RAW,ClaraBerryAndWooldog_WaltzForMyVictims_RAW_05_01,1.163623095,1.320369959,1.368984938,2.900689125,13.5917387
regression,HopAlong_SisterCities_RAW,HopAlong_SisterCities_RAW_07_01,0.3695830107,0.7837959528,0.944345355,2.907645464,4.92701292
mir_1,MusicDelta_Beatles_RAW,MusicDelta_Beatles_RAW_07_01,0.6591498256,0.4388531148,1.090595603,2.917106628,5.199728489
nn_mfcc,DreamersOfTheGhetto_HeavyLove_RAW,DreamersOfTheGhetto_HeavyLove_RAW_08_01,0.8760713339,2.450030327,0.7814664245,2.925627708,14.08588123
mir_01,MusicDelta_Grunge_RAW,MusicDelta_Grunge_RAW_05_01,1.233515978,0.8289275169,1.063881993,2.946692944,3.122184277
mir_001,MutualBenefit_NotForNothing_RAW,MutualBenefit_NotForNothing_RAW_06_01,1.600393057,1.542315483,1.610565186,2.959740162,5.352760792
mfcc,Torres_NewSkin_RAW,Torres_NewSkin_RAW_03_01,1.220173478,1.563612342,0.6630138159,2.968366385,6.932067871
mfcc,Handel_TornamiAVagheggiar_RAW,Handel_TornamiAVagheggiar_RAW_01_01,1.43695426,1.134617329,0.7191721797,2.968388557,3.883637667
nn_param,MusicDelta_Gospel_RAW,MusicDelta_Gospel_RAW_06_01,0.9360101223,1.19837141,0.9841595888,2.969266653,3.5245049
nn_mir,MusicDelta_80sRock_RAW,MusicDelta_80sRock_RAW_04_01,2.455942154,2.007438183,1.99069643,2.992850304,13.04708385
mir_001,ClaraBerryAndWooldog_Stella_RAW,ClaraBerryAndWooldog_Stella_RAW_07_01,1.789161205,1.920047164,1.563529491,2.999264717,5.622440338
mfcc_001,DreamersOfTheGhetto_HeavyLove_RAW,DreamersOfTheGhetto_HeavyLove_RAW_08_01,0.5826735497,2.577569008,0.6209469438,3.005398273,9.887154579
mir_01,ClaraBerryAndWooldog_AirTraffic_RAW,ClaraBerryAndWooldog_AirTraffic_RAW_08_01,1.182879448,1.078380823,1.45395875,3.023614407,4.563554287
